item_id,product_type,image_path,item_name,label,split
B084RZBTHX,CHAIR,/Users/deepanshusingh/abo_raw/images/small/fa/fafe4eb3.jpg,"Amazon Brand – Stone & Beam Alaina Upholstered Dining Room Kitchen Chairs, 20""W, Set of 2, Hemp",6,train
B07C9BJQV8,HEALTH_PERSONAL_CARE,/Users/deepanshusingh/abo_raw/images/small/06/06bc5060.jpg,"Amazon Brand - Presto! Baby Liquid Detergent, 44 Washes (1 Packs, 44 Each)",20,train
B00AW69UIA,FINENECKLACEBRACELETANKLET,/Users/deepanshusingh/abo_raw/images/small/ec/ecf3c2b8.jpg,Italian Sterling Silver Rhodium Plated Diamond Cut Oval and Round Beads Mezzaluna Chain Ankle Bracelet,11,train
B075ZW148N,HOME_BED_AND_BATH,/Users/deepanshusingh/abo_raw/images/small/f1/f1ff7e33.jpg,AmazonBasics Microfiber Pillow with Microfiber Cover,23,train
B088XHDPYY,HOME,/Users/deepanshusingh/abo_raw/images/small/35/3595924e.jpg,"AmazonBasics Mini Lint Roller Refills, 30-Sheet, 12-Pack Refills",22,train
B079V7F2BP,COFFEE,/Users/deepanshusingh/abo_raw/images/small/74/74122d4c.jpg,Amazon Brand - 100 cÃ¡psulas de cafÃ© tostado ligero Solimo K-Cup,7,train
B077GRXHV2,SHOES,/Users/deepanshusingh/abo_raw/images/small/7d/7d6096a0.jpg,Marque Amazon - find. Sandales Serpent Bride Cheville Femme,42,train
B0888JV18N,CHAIR,/Users/deepanshusingh/abo_raw/images/small/c2/c29be7d6.jpg,Amazon Basics - Silla de Oficina Estilo Carrera/Juego,6,train
B07JRBLSKM,PORTABLE_ELECTRONIC_DEVICE_COVER,/Users/deepanshusingh/abo_raw/images/small/c6/c67c6bc6.jpg,"AmazonBasics - Custodia per fotocamera, colore: Rosso, Cruz V2 Fresh Foam, Large",36,train
B075Z439H8,SHOES,/Users/deepanshusingh/abo_raw/images/small/c2/c218efb8.jpg,Amazon Brand - Symbol Men's Tan Formal Derby Shoes with Cap Toe - 6 UK/India (40 EU)(AZ-KY-96B),42,train
B07M99TD1Z,HEALTH_PERSONAL_CARE,/Users/deepanshusingh/abo_raw/images/small/e8/e8ddfa31.jpg,"Amazon Brand - Solimo Car Air Freshener - Orange Zest, 40 g",20,train
B07TDT875Z,SAFETY_SUPPLY,/Users/deepanshusingh/abo_raw/images/small/15/15e8f93d.jpg,"AmazonCommercial 13G Goldsilk & PU Coated Gloves (Salt & Pepper/Black), Size M, 1 Pair",39,train
B07PB37VT2,PET_SUPPLIES,/Users/deepanshusingh/abo_raw/images/small/b8/b803aeca.jpg,"AmazonBasics Lit douillet pour animal de compagnie - Petit format, Vert",35,train
B07F2LWJ5S,HOME_FURNITURE_AND_DECOR,/Users/deepanshusingh/abo_raw/images/small/69/69bdb27f.jpg,Ravenna Home AMZ-B3-13B-Casegoods: Coffee Table,24,train
B084W2WJJ2,STOOL_SEATING,/Users/deepanshusingh/abo_raw/images/small/9b/9b184dbf.jpg,"Amazon Brand – Stone & Beam Louise Memory Swivel Barstool, 42.1""H, Wax Sand",45,train
B07ZDFTV4D,SAFETY_SUPPLY,/Users/deepanshusingh/abo_raw/images/small/52/520836fa.jpg,"AmazonCommercial tvättbara knäkuddar, 20,32 cm, grå, 3 par",39,train
B06WD6K2NZ,BOOT,/Users/deepanshusingh/abo_raw/images/small/82/82501f28.jpg,FIND Women's Boots Chelsea Leather Block Heel Black (Black) 8 UK (41 EU),4,train
B07JCRRBGN,SOFA,/Users/deepanshusingh/abo_raw/images/small/f4/f4850f34.jpg,"Amazon Brand – Rivet Thomas Modern Upholstered Sofa Couch, 81.5""W, Grey",43,train
B00BHY2NXU,FINENECKLACEBRACELETANKLET,/Users/deepanshusingh/abo_raw/images/small/ae/ae0a9020.jpg,"14k Gold Over Sterling Silver ""C"" Cursive Initial Pendant Necklace, 18""",11,train
B07WT489JN,DRINKING_CUP,/Users/deepanshusingh/abo_raw/images/small/74/74a66f81.jpg,"AmazonBasics Paper Hot Cup, 16 oz, 500-Count",8,train
B000W7AF2Y,CHAIR,/Users/deepanshusingh/abo_raw/images/small/43/43c1833b.jpg,"Strathwood All-Weather Wicker Side Chair, Pink",6,train
B07ZVW6DYN,PORTABLE_ELECTRONIC_DEVICE_COVER,/Users/deepanshusingh/abo_raw/images/small/04/04e4cb1b.jpg,"Eono 3 en 1 Carcasa Protectora Compatible con MacBook Air 13 Pulgadas Retina (A1932, 2019/2018) de Plástico Duro & Cubierta de Teclado & Protector de Pantalla, Lavanda de Madera Púrpura",36,train
B083JT8LCS,HOME_FURNITURE_AND_DECOR,/Users/deepanshusingh/abo_raw/images/small/bf/bf67caad.jpg,AmazonBasics Four-Tier Jewelry Tree Stand,24,train
B07WR35SMB,HANDBAG,/Users/deepanshusingh/abo_raw/images/small/ea/eaee16a5.jpg,Flavia Women's Handbag (Black),16,train
B07QBQD983,HEADBOARD,/Users/deepanshusingh/abo_raw/images/small/49/497cc13a.jpg,"Stone & Beam Merrill Queen Headboard with Decorative Nailhead Trim, 75""W, Iron",19,train
B01JIWRXIC,FINERING,/Users/deepanshusingh/abo_raw/images/small/0f/0f9f429d.jpg,"Black-Rhodium-Plated Sterling Silver Swarovski Zirconia Blue Round Cut All-Around Band Ring, Size 6",12,train
B0011MVWQ2,HOME_FURNITURE_AND_DECOR,/Users/deepanshusingh/abo_raw/images/small/7f/7f2e27cc.jpg,"Pinzon Capitola Otomano, Fawn Mirco-Fibra/Kona",24,train
B07T94WS8V,HEALTH_PERSONAL_CARE,/Users/deepanshusingh/abo_raw/images/small/29/29dd40df.jpg,"Basic Care Lidocaine Patch, 4% Lidocaine, Topical Anesthetic, Desensitizes Aggravated Nerves, 6Count",20,train
B07GFL411X,SAFETY_SUPPLY,/Users/deepanshusingh/abo_raw/images/small/86/86d56c14.jpg,"AmazonBasics Powder Free Disposable Nitrile Gloves, 3 mil, Blue, Size XL, 100 per Pack, 10-Pack",39,train
B07GNHWF9Q,SUITCASE,/Users/deepanshusingh/abo_raw/images/small/ee/ee251885.jpg,"Amazon Basic Suitcase, Carrying Case, Expandable Capacity, Built-in TSA Lock, Hard Shell, Elastic Handle, Geometric Pattern - cream",46,train
B07QJXK4CD,CHAIR,/Users/deepanshusingh/abo_raw/images/small/76/768f5b89.jpg,"Amazon Brand – Rivet Blanchard Living Room Chair with Swivel Base, 40""H, Leather, Cognac",6,train
B07GF4ZCPP,HARDWARE_HANDLE,/Users/deepanshusingh/abo_raw/images/small/4e/4ed25e00.jpg,AmazonBasics Privacy Door Knob - Round - Oil Rubbed Bronze,17,train
B07CSTTZ6B,SOFA,/Users/deepanshusingh/abo_raw/images/small/e0/e0182f2b.jpg,"Dove Swatch, Rivet 25010067",43,train
B07HKGHSQT,LAMP,/Users/deepanshusingh/abo_raw/images/small/41/41f13c62.jpg,"Amazon Brand – Stone & Beam Mid-Century Modern Henley Living Room Standing Arc Floor Lamp with LED Light Bulb - 10.5 x 16.5 x 58 Inches, Matte Black and Antique Brass",27,train
B06XBZSN78,EARRING,/Users/deepanshusingh/abo_raw/images/small/a2/a2b622a3.jpg,"IGI Certified 14K White Gold Round Cut Diamond Stud Earrings (0.25 ct H-I Color, I1 Clarity) ERWGRD14K25SI",9,train
B07QDNR878,HEADBOARD,/Users/deepanshusingh/abo_raw/images/small/fb/fb687234.jpg,"Stone & Beam ""H,-",19,train
B076NP6T56,CHAIR,/Users/deepanshusingh/abo_raw/images/small/c9/c9fec1c9.jpg,"Amazon Brand – Stone & Beam Glenwood Panel Dining Room Table Chairs, 20""W, Set of 2, Oak Wood",6,train
B07Q47N8MD,ACCESSORY,/Users/deepanshusingh/abo_raw/images/small/de/de58a743.jpg,"Spotted Zebra Boys' Kids Hat Scarf Mittens Gloves Cold Weather Accessories Sets, 2-Pack Stripe, Small",0,train
B06VTYC3FD,HANDBAG,/Users/deepanshusingh/abo_raw/images/small/19/19cb6cf8.jpg,"Amazon Brand - The Fix Izzi Envelope Clutch with Chain Crossbody Strap, Fuchsia",16,train
B07T2CNKMB,HOME,/Users/deepanshusingh/abo_raw/images/small/57/57f52c6d.jpg,"Brushed Cotton Blended Duvet Cover Set, Pure White, Single",22,train
B073P25SYK,LAMP,/Users/deepanshusingh/abo_raw/images/small/d8/d8bedce1.jpg,"Amazon Brand – Rivet Adjustable Modern 3-Arm Floor Lamp with Bulb and Burlap Shade, 77"" H",27,train
B079WR11NJ,GROCERY,/Users/deepanshusingh/abo_raw/images/small/ea/ea8ac084.jpg,"Lovesome Fruit Cocktail Heavy Syrup, 15.25 Ounce",15,train
B07ZH3VSJF,SANDAL,/Users/deepanshusingh/abo_raw/images/small/fc/fc873aec.jpg,find. Elias Herren Espadrilles,40,train
B07SC9XVYT,OFFICE_PRODUCTS,/Users/deepanshusingh/abo_raw/images/small/71/71a664d8.jpg,"AmazonBasics Soft Cover Padfolio and Resume Portfolio, 6-Card Pocket",32,train
B00MHUX4L8,HOME_BED_AND_BATH,/Users/deepanshusingh/abo_raw/images/small/81/81512a94.jpg,Pinzon by Amazon Drap-housse en jersey Avoine chiné 180 x 200 x 30 cm,23,train
B07FMYP3LB,AUTO_ACCESSORY,/Users/deepanshusingh/abo_raw/images/small/86/86d56c14.jpg,AmazonBasics High Mileage Motor Oil,1,train
B075WXBXRS,CHAIR,/Users/deepanshusingh/abo_raw/images/small/e6/e636c2ed.jpg,"Steel Grey Swatch, Rivet",6,train
B06XDRFH8G,FINENECKLACEBRACELETANKLET,/Users/deepanshusingh/abo_raw/images/small/cb/cbd4d882.jpg,"[Find] Amazon Collection Silver Plated ""E"" Initial Adjustable texi-ruburu-ko-doburesuretto",11,train
B075YLG173,WALL_ART,/Users/deepanshusingh/abo_raw/images/small/24/24bdf732.jpg,"Amazon Brand – Stone & Beam Modern Green and Pink Tipped Succulent Print Wall Art Decor - 20"" x 20"" Frame, Light Gold",49,train
B085D536Z3,BEAUTY,/Users/deepanshusingh/abo_raw/images/small/a6/a678e2ee.jpg,"365 EVERYDAY VALUE Mint Garden Foaming Hand Soap, 12 FZ",2,train
B01LXUJARU,FINENECKLACEBRACELETANKLET,/Users/deepanshusingh/abo_raw/images/small/67/67700a21.jpg,[An AJC Collection] an AJC Collection pa-rupuratinasiruba-nekkuresu 0762 – 1395 – 0012 – 0000 ,11,train
B07SC9X5RZ,GROCERY,/Users/deepanshusingh/abo_raw/images/small/29/290e2124.jpg,"Marchio Amazon - Happy Belly Select Tè nero Tiger Spice Chai in bustine, 6 x 20 piramidi",15,train
B08DCN1WPR,ACCESSORY,/Users/deepanshusingh/abo_raw/images/small/a2/a2b95a0f.jpg,Gomatta Blue Light Blocking Glasses BluErase Lens TR90 Frame Anti Eyestrain Anti-UV Computer/Gaming/TV/Phones Glasses for Kids(Black),0,train
B074KKLV3H,HEALTH_PERSONAL_CARE,/Users/deepanshusingh/abo_raw/images/small/ac/ac5f78be.jpg,"Whole Foods Market, Red Yeast Rice 600mg, 120 CT",20,train
B07HZ1RYNT,CHAIR,/Users/deepanshusingh/abo_raw/images/small/c0/c096fa8d.jpg,"Amazon Brand – Stone & Beam Fischer Sleeper Chair, 51""W, Driftwood Leather",6,train
B000T2UWMK,HOME,/Users/deepanshusingh/abo_raw/images/small/ae/ae9e1ddc.jpg,"Pinzon Luxury Reversible 17-By-24-Inch Bath Rug, White",22,train
B07KZWGHNK,HOME,/Users/deepanshusingh/abo_raw/images/small/99/99775fc5.jpg,UMI. by Amazon - Cortinas Opacas para Habitación 2 Paneles con Revestimiento de Espuma Ojales 140x290cm Beige Claro,22,train
B07B4N2757,HOME_FURNITURE_AND_DECOR,/Users/deepanshusingh/abo_raw/images/small/e0/e0ade2e5.jpg,"Amazon Brand – Rivet Edgewest Modern Ottoman, 32""W, Beige",24,train
B07TD8G377,TOOLS,/Users/deepanshusingh/abo_raw/images/small/89/89ce3c25.jpg,"AmazonBasics - Dead Blow Hammer Set - 3-piece (1.35, 2, and 3 lbs.)",48,train
B076RJJHZB,SANDAL,/Users/deepanshusingh/abo_raw/images/small/11/11b4736a.jpg,"Amazon Brand - The Fix Women's Gracie Block Heel Strappy Sandal Heeled, Magenta Velvet, 6.5 B US",40,train
B075D9TBDL,DRINKING_CUP,/Users/deepanshusingh/abo_raw/images/small/85/8555220c.jpg,AmazonBasics Stainless Steel Tumbler,8,train
B079X96VC9,LIGHT_BULB,/Users/deepanshusingh/abo_raw/images/small/e9/e98d5eb4.jpg,"AmazonBasics Professional LED E27 Edison Screw Bulb, 60W Equivalent, Cool White - Pack of 6",28,train
B074MG739M,HERB,/Users/deepanshusingh/abo_raw/images/small/09/09ab1836.jpg,"365 Everyday Value, Crushed Red Pepper, 4.76 oz",21,train
B07T2K826T,CELLULAR_PHONE_CASE,/Users/deepanshusingh/abo_raw/images/small/78/7848c496.jpg,Amazon Brand - Solimo Designer Rose Photography 3D Printed Hard Back Case Mobile Cover for Lenovo A6000 / A6000 Plus,5,train
B07QKJL5TQ,PET_SUPPLIES,/Users/deepanshusingh/abo_raw/images/small/22/22d3187d.jpg,AmazonBasics Elevated Cooling Pet Bed Replacement Cover,35,train
B07TGKFX2C,BOOT,/Users/deepanshusingh/abo_raw/images/small/72/72828a3d.jpg,"find. Men's Atwood Chelsea Boots, Brown Tan Tan, US 11",4,train
B013R45FNC,ACCESSORY,/Users/deepanshusingh/abo_raw/images/small/f6/f6cbe70d.jpg,"Thirty Five Kent - Bufanda de cachemira para hombre, color gris",0,train
B07FK8Z7CJ,OUTDOOR_LIVING,/Users/deepanshusingh/abo_raw/images/small/3d/3daec623.jpg,"AmazonBasics - Funda para bañera de hidromasaje cuadrada, grande",34,train
B07B4MH6QH,SOFA,/Users/deepanshusingh/abo_raw/images/small/f8/f8dbe4bf.jpg,"Amazon Brand – Stone & Beam Andover Modern Right L-Sectional Sofa, 124""W, Dark Tan",43,train
B072K7YKV5,BOOT,/Users/deepanshusingh/abo_raw/images/small/9e/9e9752b5.jpg,"Amazon-merk - vinden. Um1359, Chelsea laarzen voor heren,Zwart,6 UK",4,train
B07D2M7BKF,OFFICE_PRODUCTS,/Users/deepanshusingh/abo_raw/images/small/96/96eb6b6a.jpg,"AmazonBasics Wide Ruled Composition Notebook, 100 Sheet, Assorted Marble Colours, 36 Pack",32,train
B076ZX9NR9,SANDAL,/Users/deepanshusingh/abo_raw/images/small/4b/4b8f4a06.jpg,"The Fix Lizzie Sandalia de tacón de Bloque con Volantes, para Mujer, Negro GamuzaBlack Suede, 7 B(M) US",40,train
B07FLZ73N6,HOME_BED_AND_BATH,/Users/deepanshusingh/abo_raw/images/small/f1/f1cc54e6.jpg,"Amazon Brand - Solimo Magnolia Window Curtain, 5 feet - Set of 1 (Plum Purple)",23,train
B0823W7W7V,HAT,/Users/deepanshusingh/abo_raw/images/small/b7/b7085e5a.jpg,Jeff & Aimy Mens Women Windproof Trapper Faux Fur Ear Flaps Hunting Bomber Russian Hat Face Mask Orange,18,train
B01MTFTFME,SHOES,/Users/deepanshusingh/abo_raw/images/small/05/0506b6d1.jpg,"206 Collective Amazon Brand Women's Madison Ballet Flat, Gold Metallic, 8.5 B US",42,train
B073NZT5DP,WALL_ART,/Users/deepanshusingh/abo_raw/images/small/c1/c1a08003.jpg,"Amazon Brand – Stone & Beam Modern Coral Ikat-Inspired Print Wall Art on Canvas, 16"" x 16""",49,train
B07B43XFCK,KITCHEN,/Users/deepanshusingh/abo_raw/images/small/be/beb4a183.jpg,"AmazonBasics A21 elektrikli süpürge torbası, koku kontrollü, AEG Vampyr CE için",26,train
B08285WGD4,OFFICE_PRODUCTS,/Users/deepanshusingh/abo_raw/images/small/8d/8d40a947.jpg,"AmazonBasics Tape with Dispenser, 1"" Core, White, 3/4""W x 1296"", 16 Rolls/Pack (Renewed)",32,train
B01MUCW5N2,HARDWARE_HANDLE,/Users/deepanshusingh/abo_raw/images/small/1c/1c5d90f5.jpg,"AmazonBasics - Pomolo quadrato per mobili, stile classico, Diametro: 3,17 cm, Nero uniforme, Confezione da 10 pezzi",17,train
B00S4HBH58,FINEEARRING,/Users/deepanshusingh/abo_raw/images/small/99/998611a7.jpg,"Boucles d'oreilles à tige en argent sterling avec pierre de naissance et saphir blanc,blanc,No Size",10,train
B07G4TH3SH,FLAT_SHEET,/Users/deepanshusingh/abo_raw/images/small/92/92899b18.jpg,"AmazonBasics Sateen Fitted Sheet, 90 x 190 cm, Anthracite",13,train
B078ZMTC36,GROCERY,/Users/deepanshusingh/abo_raw/images/small/05/056efc63.jpg,"TOMS ROASTING CO Organic Peru Ground Coffee, 12 OZ",15,train
B07QXJQCPF,PORTABLE_ELECTRONIC_DEVICE_COVER,/Users/deepanshusingh/abo_raw/images/small/bd/bdedd5bd.jpg,"AmazonBasics Laptop Sleeve, Army Green 38 CM",36,train
B07HCMY9MY,FINERING,/Users/deepanshusingh/abo_raw/images/small/06/06ac9a73.jpg,"[Find] Amazon Collection puratinamekkisuta-ringusiruba-kuriaasuka- and raundokattokyu-bikkuzirukonia 2 Pieces Ring Set, Size 9 ",12,train
B07WRJG7RV,HANDBAG,/Users/deepanshusingh/abo_raw/images/small/a6/a6ca1f9b.jpg,Flavia Women's Handbag (White),16,train
B01M14C8HE,RING,/Users/deepanshusingh/abo_raw/images/small/57/57904a30.jpg,"Men's Sapphire Tungsten Subtle Grooved Crosshatch Design 8mm, Titanium with Black PVD Interior, Comfort Fit Wedding Band, Size 11.5",37,train
B07TD9946R,CELLULAR_PHONE_CASE,/Users/deepanshusingh/abo_raw/images/small/8c/8c80a9e2.jpg,Amazon Brand - Solimo Designer Water Drop 3D Printed Hard Back Case Mobile Cover for LeTV Le 2,5,train
B07RLD4N3K,NUTRITIONAL_SUPPLEMENT,/Users/deepanshusingh/abo_raw/images/small/17/17793cf6.jpg,"Amazon Basic Care Electrolyte Powder Variety Packets, 8 Count",31,train
B07SSV3N7S,AUTO_ACCESSORY,/Users/deepanshusingh/abo_raw/images/small/f0/f0d0b112.jpg,AmazonBasics High Mileage Motor Oil - Full Synthetic (SN Plus) - 5W-20 - 1 Quart - 6 Pack - AM0H52P6 (Renewed),1,train
B01GUYFJUU,FINENECKLACEBRACELETANKLET,/Users/deepanshusingh/abo_raw/images/small/fa/faf95698.jpg,"14k Yellow Gold Bezel Set Solitaire Adjustable Pendant Necklace (1/3cttw, K-L Color, I2-I3 Clarity), 16"" + 2"" Extender",11,train
B07D2W54D6,HOME_BED_AND_BATH,/Users/deepanshusingh/abo_raw/images/small/e0/e000e58b.jpg,"AmazonBasics Soft Micromink Sherpa Throw Blanket - Full or Queen, Taupe",23,train
B0753LWLJ8,FINERING,/Users/deepanshusingh/abo_raw/images/small/8d/8de6a814.jpg,"Platinum-Plated Sterling Silver Oval Shaped Created Blue Sapphire and Swarovski Zirconia 3 Stone Halo Ring, Size 7",12,train
B00UTHD3CG,FINEEARRING,/Users/deepanshusingh/abo_raw/images/small/f7/f7538b2c.jpg,10k White Gold Round Checkerboard Cut Created Emerald Stud Earrings (8mm),10,train
B07R3CYQ37,CHAIR,/Users/deepanshusingh/abo_raw/images/small/27/279e7ba1.jpg,"Marca Amazon - Movian Scutari - Sofá cama, 77 x 90 x 81, azul oscuro",6,train
B07PGK6H8M,HOME_FURNITURE_AND_DECOR,/Users/deepanshusingh/abo_raw/images/small/16/16f8a359.jpg,AmazonBasics Children's Multi-Functional Bookcase and Toy Storage Bin - Grey,24,train
B00FRIJKNI,FINERING,/Users/deepanshusingh/abo_raw/images/small/5f/5f8c121d.jpg,"Platinum-Plated Sterling Silver Antique Ring set with Asscher-Cut Swarovski Zirconia, Size 8",12,train
B076RBMRTG,SANDAL,/Users/deepanshusingh/abo_raw/images/small/24/2404ffea.jpg,"The Fix Caroline Ankle Strap Sandal with Ruffle Detail Heeled, Bubble Gum Pink Metallic Crackle Leather, 9.5 M US",40,train
B075X2XYX1,LAMP,/Users/deepanshusingh/abo_raw/images/small/85/85d1e2eb.jpg,"Amazon Brand - Rivet Boulevard Industrial Studio Lámpara de piso trípode con foco, 60.5 pulgadas de alto, color negro",27,train
B07XBR63RF,SHOES,/Users/deepanshusingh/abo_raw/images/small/e1/e1a916a3.jpg,Klepe Men's Navy Flyknit with Memory Foam Running Shoes-7 UK (41 EU) (8 US) (CS1-046/NVY),42,train
B07P4914HJ,BEAUTY,/Users/deepanshusingh/abo_raw/images/small/60/60444744.jpg,"Amazon Brand - Solimo Therapeutic Dandruff Shampoo, Extra Strength, 6 fl oz",2,train
B07SHBB25Y,HOME_BED_AND_BATH,/Users/deepanshusingh/abo_raw/images/small/a7/a7faa76c.jpg,"Stone & Beam Génova - Almohada (45,7 x 45,7 cm), Color marrón",23,train
B085494H45,CELLULAR_PHONE_CASE,/Users/deepanshusingh/abo_raw/images/small/28/28abd8be.jpg,Amazon Brand - Solimo Designer Butterflies Neon Light UV Printed Soft Back Case Mobile Cover for Realme X,5,train
B07GYVX8LF,DRINKING_CUP,/Users/deepanshusingh/abo_raw/images/small/75/75c1bef2.jpg,"Umi.Essentials set de 6 vasos de 380 ml (13.5 oz) para beber agua, vino, whisky, café",8,train
B07NF3QHSH,BOOT,/Users/deepanshusingh/abo_raw/images/small/92/927ec727.jpg,"Amazon Brand - find. Women's Ankle Boots, Multicolour Black and White Snake Effect), US 10.5",4,train
B074H6F7JQ,PET_SUPPLIES,/Users/deepanshusingh/abo_raw/images/small/e0/e098bb44.jpg,"WHOLE PAWS Chicken, Beef & Vegetable Stew Dog Food, 13.2 OZ",35,train
B074Y6X1GK,GROCERY,/Users/deepanshusingh/abo_raw/images/small/ca/cae7bb90.jpg,"365 by Whole Foods Market, Limited Edition Organic Stuffing Mix, Cornbread with Chicken Flavor, 8 Ounce",15,train
B07BMTNH31,HOME_BED_AND_BATH,/Users/deepanshusingh/abo_raw/images/small/e4/e4319f1f.jpg,"Amazon Brand – Stone & Beam Farmhouse Buffalo Check Plaid Decorative Throw Pillow, 20"" x 20"", Cover Only, Light Grey",23,train
B00MGSKS88,HOME_BED_AND_BATH,/Users/deepanshusingh/abo_raw/images/small/62/62cdee2a.jpg,"Pinzon by Amazon Everyday Cotton Fitted Sheet, Single - White",23,train
B07Z59KXMB,SANDAL,/Users/deepanshusingh/abo_raw/images/small/64/646701c2.jpg,"Marca Amazon - Find. Sandalias abiertas para mujer., color Azul, talla 39 EU",40,train
B082V2F8MZ,SANDAL,/Users/deepanshusingh/abo_raw/images/small/3e/3e97147d.jpg,"Amazon Essentials Ally Heeled Sandal, Marrone Chiaro, 6.5",40,train
B07MG7CGHK,PET_SUPPLIES,/Users/deepanshusingh/abo_raw/images/small/fc/fc91eb6c.jpg,"AmazonBasics Pet Carrier Kennel with Metal Wire Ventilation,36-Inch,Travel Kit Inside",35,train
B075ZB5BPR,RUG,/Users/deepanshusingh/abo_raw/images/small/69/6936da43.jpg,"Amazon Brand – Stone & Beam Vinton Persian Runner Rug, 2' 3"" x 7' 6"", Rust Multi",38,train
B07HCTQ2B8,NECKLACE,/Users/deepanshusingh/abo_raw/images/small/8f/8f6ba6d1.jpg,[Find] Amazon Collection Platinum mekkisuta-ringusiruba-syanpanraundokatto Birthstone haro-pendantotye-n with Pendant jep00393 _ 120cn00qd00 ,30,train
B01GTG8U0A,FINEEARRING,/Users/deepanshusingh/abo_raw/images/small/6a/6a1dea3d.jpg, [An AJC Collection] an AJC Collection [Total 1.0 CT] 3 Stone Diamond Platinum 900 Earrings 5212 – 1690 – 0019 – 0000 ,10,train
B07PHPSDRG,HARDWARE_HANDLE,/Users/deepanshusingh/abo_raw/images/small/df/dfbe283d.jpg,"AmazonBasics Door Reinforcement Lock, Polished Chrome, 1-Pack",17,train
B001V9LQF2,NECKLACE,/Users/deepanshusingh/abo_raw/images/small/e3/e377e6b9.jpg,"[Find] Amazon Collection suri-pi-susuta-ringusiruba- 16,, 30 "" Box Chain Necklace",30,train
B013R45SJ8,ACCESSORY,/Users/deepanshusingh/abo_raw/images/small/2e/2e1820d7.jpg,"Thirty Five Kent - Bufanda de cachemira para hombre, diseño de diamantes, color azul marino",0,train
B07HP8PLZT,EARRING,/Users/deepanshusingh/abo_raw/images/small/b9/b9fa9dfa.jpg,[アマゾンコレクション] Amazon Collection 14Kイエローゴールド 1.2mmラウンドカット レール止め 赤いスワロフスキージルコニア Huggiesピアス 両耳用フープピアス JEE13554_5NNRD00A100,9,train
